Trace2,
Freq,,Amp,,
              261658,Hz,              -67.72, dBm,
              261792,Hz,              -67.86, dBm,
              261926,Hz,              -68.06, dBm,
              262060,Hz,              -68.32, dBm,
              262194,Hz,              -68.51, dBm,
              262328,Hz,              -68.80, dBm,
              262462,Hz,              -69.15, dBm,
              262596,Hz,              -69.39, dBm,
              262730,Hz,              -69.77, dBm,
              262864,Hz,              -70.21, dBm,
              262998,Hz,              -70.50, dBm,
              263132,Hz,              -70.93, dBm,
              263266,Hz,              -71.40, dBm,
              263400,Hz,              -71.68, dBm,
              263534,Hz,              -71.98, dBm,
              263668,Hz,              -72.21, dBm,
              263802,Hz,              -72.28, dBm,
              263936,Hz,              -72.29, dBm,
              264070,Hz,              -72.29, dBm,
              264204,Hz,              -72.28, dBm,
              264338,Hz,              -72.31, dBm,
              264472,Hz,              -72.45, dBm,
              264606,Hz,              -72.59, dBm,
              264740,Hz,              -72.82, dBm,
              264874,Hz,              -73.07, dBm,
              265008,Hz,              -73.21, dBm,
              265142,Hz,              -73.39, dBm,
              265276,Hz,              -73.59, dBm,
              265410,Hz,              -73.71, dBm,
              265544,Hz,              -73.87, dBm,
              265678,Hz,              -73.95, dBm,
              265812,Hz,              -74.08, dBm,
              265946,Hz,              -74.27, dBm,
              266080,Hz,              -74.43, dBm,
              266214,Hz,              -74.69, dBm,
              266348,Hz,              -75.00, dBm,
              266482,Hz,              -75.19, dBm,
              266616,Hz,              -75.43, dBm,
              266750,Hz,              -75.67, dBm,
              266884,Hz,              -75.79, dBm,
              267018,Hz,              -75.90, dBm,
              267152,Hz,              -75.99, dBm,
              267286,Hz,              -76.05, dBm,
              267420,Hz,              -76.18, dBm,
              267554,Hz,              -76.38, dBm,
              267688,Hz,              -76.54, dBm,
              267822,Hz,              -76.80, dBm,
              267956,Hz,              -77.12, dBm,
              268090,Hz,              -77.31, dBm,
              268224,Hz,              -77.56, dBm,
              268358,Hz,              -77.83, dBm,
              268492,Hz,              -77.99, dBm,
              268626,Hz,              -78.18, dBm,
              268760,Hz,              -78.33, dBm,
              268894,Hz,              -78.38, dBm,
              269028,Hz,              -78.38, dBm,
              269162,Hz,              -78.40, dBm,
              269296,Hz,              -78.37, dBm,
              269430,Hz,              -78.38, dBm,
              269564,Hz,              -78.37, dBm,
              269698,Hz,              -78.32, dBm,
              269832,Hz,              -78.32, dBm,
              269966,Hz,              -78.32, dBm,
              270100,Hz,              -78.26, dBm,
              270234,Hz,              -78.24, dBm,
              270368,Hz,              -78.23, dBm,
              270502,Hz,              -78.21, dBm,
              270636,Hz,              -78.22, dBm,
              270770,Hz,              -78.22, dBm,
              270904,Hz,              -78.20, dBm,
              271038,Hz,              -78.21, dBm,
              271172,Hz,              -78.23, dBm,
              271306,Hz,              -78.29, dBm,
              271440,Hz,              -78.43, dBm,
              271574,Hz,              -78.55, dBm,
              271708,Hz,              -78.69, dBm,
              271842,Hz,              -78.80, dBm,
              271976,Hz,              -78.84, dBm,
              272110,Hz,              -78.84, dBm,
              272244,Hz,              -78.82, dBm,
              272378,Hz,              -78.76, dBm,
              272512,Hz,              -78.64, dBm,
              272646,Hz,              -78.59, dBm,
              272780,Hz,              -78.60, dBm,
              272914,Hz,              -78.67, dBm,
              273048,Hz,              -78.79, dBm,
              273182,Hz,              -78.82, dBm,
              273316,Hz,              -78.82, dBm,
              273450,Hz,              -78.79, dBm,
              273584,Hz,              -78.72, dBm,
              273718,Hz,              -78.65, dBm,
              273852,Hz,              -78.58, dBm,
              273986,Hz,              -78.46, dBm,
              274120,Hz,              -78.40, dBm,
              274254,Hz,              -78.39, dBm,
              274388,Hz,              -78.40, dBm,
              274522,Hz,              -78.45, dBm,
              274656,Hz,              -78.48, dBm,
              274790,Hz,              -78.48, dBm,
              274924,Hz,              -78.49, dBm,
              275058,Hz,              -78.48, dBm,
              275192,Hz,              -78.47, dBm,
              275326,Hz,              -78.51, dBm,
              275460,Hz,              -78.56, dBm,
              275594,Hz,              -78.64, dBm,
              275728,Hz,              -78.77, dBm,
              275862,Hz,              -78.85, dBm,
              275996,Hz,              -78.95, dBm,
              276130,Hz,              -79.04, dBm,
              276264,Hz,              -79.06, dBm,
              276398,Hz,              -79.00, dBm,
              276532,Hz,              -78.94, dBm,
              276666,Hz,              -78.89, dBm,
              276800,Hz,              -78.78, dBm,
              276934,Hz,              -78.70, dBm,
              277068,Hz,              -78.60, dBm,
              277202,Hz,              -78.58, dBm,
              277336,Hz,              -78.60, dBm,
              277470,Hz,              -78.64, dBm,
              277604,Hz,              -78.74, dBm,
              277738,Hz,              -78.80, dBm,
              277872,Hz,              -78.87, dBm,
              278006,Hz,              -78.93, dBm,
              278140,Hz,              -78.91, dBm,
              278274,Hz,              -78.85, dBm,
              278408,Hz,              -78.76, dBm,
              278542,Hz,              -78.66, dBm,
              278676,Hz,              -78.49, dBm,
              278810,Hz,              -78.40, dBm,
              278944,Hz,              -78.35, dBm,
              279078,Hz,              -78.29, dBm,
              279212,Hz,              -78.29, dBm,
              279346,Hz,              -78.30, dBm,
              279480,Hz,              -78.31, dBm,
              279614,Hz,              -78.35, dBm,
              279748,Hz,              -78.38, dBm,
              279882,Hz,              -78.38, dBm,
              280016,Hz,              -78.35, dBm,
              280150,Hz,              -78.31, dBm,
              280284,Hz,              -78.24, dBm,
              280418,Hz,              -78.22, dBm,
              280552,Hz,              -78.24, dBm,
              280686,Hz,              -78.30, dBm,
              280820,Hz,              -78.38, dBm,
              280954,Hz,              -78.55, dBm,
              281088,Hz,              -78.74, dBm,
              281222,Hz,              -78.83, dBm,
              281356,Hz,              -78.85, dBm,
              281490,Hz,              -78.79, dBm,
              281624,Hz,              -78.70, dBm,
              281758,Hz,              -78.55, dBm,
              281892,Hz,              -78.43, dBm,
              282026,Hz,              -78.34, dBm,
              282160,Hz,              -78.21, dBm,
              282294,Hz,              -78.11, dBm,
              282428,Hz,              -78.05, dBm,
              282562,Hz,              -77.98, dBm,
              282696,Hz,              -77.95, dBm,
              282830,Hz,              -77.91, dBm,
              282964,Hz,              -77.84, dBm,
              283098,Hz,              -77.76, dBm,
              283232,Hz,              -77.68, dBm,
              283366,Hz,              -77.52, dBm,
              283500,Hz,              -77.39, dBm,
              283634,Hz,              -77.32, dBm,
              283768,Hz,              -77.25, dBm,
              283902,Hz,              -77.22, dBm,
              284036,Hz,              -77.18, dBm,
              284170,Hz,              -77.05, dBm,
              284304,Hz,              -76.89, dBm,
              284438,Hz,              -76.72, dBm,
              284572,Hz,              -76.63, dBm,
              284706,Hz,              -76.62, dBm,
              284840,Hz,              -76.63, dBm,
              284974,Hz,              -76.68, dBm,
              285108,Hz,              -76.70, dBm,
              285242,Hz,              -76.73, dBm,
              285376,Hz,              -76.76, dBm,
              285510,Hz,              -76.74, dBm,
              285644,Hz,              -76.68, dBm,
              285778,Hz,              -76.66, dBm,
              285912,Hz,              -76.66, dBm,
              286046,Hz,              -76.66, dBm,
              286180,Hz,              -76.67, dBm,
              286314,Hz,              -76.65, dBm,
              286448,Hz,              -76.53, dBm,
              286582,Hz,              -76.36, dBm,
              286716,Hz,              -76.19, dBm,
              286850,Hz,              -75.91, dBm,
              286984,Hz,              -75.67, dBm,
              287118,Hz,              -75.51, dBm,
              287252,Hz,              -75.23, dBm,
              287386,Hz,              -74.99, dBm,
              287520,Hz,              -74.82, dBm,
              287654,Hz,              -74.62, dBm,
              287788,Hz,              -74.51, dBm,
              287922,Hz,              -74.46, dBm,
              288056,Hz,              -74.39, dBm,
              288190,Hz,              -74.36, dBm,
              288324,Hz,              -74.32, dBm,
              288458,Hz,              -74.32, dBm,
              288592,Hz,              -74.30, dBm,
              288726,Hz,              -74.19, dBm,
              288860,Hz,              -74.01, dBm,
              288994,Hz,              -73.84, dBm,
              289128,Hz,              -73.51, dBm,
              289262,Hz,              -73.17, dBm,
              289396,Hz,              -72.94, dBm,
              289530,Hz,              -72.59, dBm,
              289664,Hz,              -72.32, dBm,
              289798,Hz,              -72.19, dBm,
              289932,Hz,              -72.05, dBm,
              290066,Hz,              -72.00, dBm,
              290200,Hz,              -72.00, dBm,
              290334,Hz,              -72.03, dBm,
              290468,Hz,              -72.12, dBm,
              290602,Hz,              -72.19, dBm,
              290736,Hz,              -72.31, dBm,
              290870,Hz,              -72.48, dBm,
              291004,Hz,              -72.58, dBm,
              291138,Hz,              -72.66, dBm,
              291272,Hz,              -72.69, dBm,
              291406,Hz,              -72.66, dBm,
              291540,Hz,              -72.53, dBm,
              291674,Hz,              -72.38, dBm,
              291808,Hz,              -72.28, dBm,
              291942,Hz,              -72.18, dBm,
              292076,Hz,              -72.16, dBm,
              292210,Hz,              -72.11, dBm,
              292344,Hz,              -72.04, dBm,
              292478,Hz,              -71.94, dBm,
              292612,Hz,              -71.73, dBm,
              292746,Hz,              -71.52, dBm,
              292880,Hz,              -71.33, dBm,
              293014,Hz,              -71.02, dBm,
              293148,Hz,              -70.73, dBm,
              293282,Hz,              -70.53, dBm,
              293416,Hz,              -70.25, dBm,
              293550,Hz,              -70.02, dBm,
              293684,Hz,              -69.87, dBm,
              293818,Hz,              -69.65, dBm,
              293952,Hz,              -69.45, dBm,
              294086,Hz,              -69.29, dBm,
              294220,Hz,              -69.05, dBm,
              294354,Hz,              -68.88, dBm,
              294488,Hz,              -68.82, dBm,
              294622,Hz,              -68.85, dBm,
              294756,Hz,              -69.07, dBm,
              294890,Hz,              -69.32, dBm,
              295024,Hz,              -69.84, dBm,
              295158,Hz,              -70.49, dBm,
              295292,Hz,              -70.92, dBm,
              295426,Hz,              -71.55, dBm,
              295560,Hz,              -72.22, dBm,
              295694,Hz,              -72.61, dBm,
              295828,Hz,              -73.06, dBm,
              295962,Hz,              -73.54, dBm,
              296096,Hz,              -73.99, dBm,
              296230,Hz,              -74.49, dBm,
              296364,Hz,              -74.77, dBm,
              296498,Hz,              -75.11, dBm,
              296632,Hz,              -75.42, dBm,
              296766,Hz,              -75.58, dBm,
              296900,Hz,              -75.74, dBm,
              297034,Hz,              -75.87, dBm,
              297168,Hz,              -75.91, dBm,
              297302,Hz,              -75.95, dBm,
              297436,Hz,              -75.99, dBm,
              297570,Hz,              -75.99, dBm,
              297704,Hz,              -75.97, dBm,
              297838,Hz,              -75.99, dBm,
              297972,Hz,              -75.97, dBm,
              298106,Hz,              -75.95, dBm,
              298240,Hz,              -75.99, dBm,
              298374,Hz,              -76.03, dBm,
              298508,Hz,              -76.14, dBm,
              298642,Hz,              -76.35, dBm,
              298776,Hz,              -76.54, dBm,
              298910,Hz,              -76.87, dBm,
              299044,Hz,              -77.28, dBm,
              299178,Hz,              -77.52, dBm,
              299312,Hz,              -77.75, dBm,
              299446,Hz,              -77.92, dBm,
              299580,Hz,              -77.96, dBm,
              299714,Hz,              -77.92, dBm,
              299848,Hz,              -77.88, dBm,
              299982,Hz,              -77.84, dBm,
              300116,Hz,              -77.92, dBm,
              300250,Hz,              -78.03, dBm,
              300384,Hz,              -78.26, dBm,
              300518,Hz,              -78.57, dBm,
              300652,Hz,              -78.80, dBm,
              300786,Hz,              -79.07, dBm,
              300920,Hz,              -79.32, dBm,
              301054,Hz,              -79.47, dBm,
              301188,Hz,              -79.65, dBm,
              301322,Hz,              -79.84, dBm,
              301456,Hz,              -79.92, dBm,
              301590,Hz,              -80.02, dBm,
              301724,Hz,              -80.13, dBm,
              301858,Hz,              -80.19, dBm,
              301992,Hz,              -80.28, dBm,
              302126,Hz,              -80.48, dBm,
              302260,Hz,              -80.62, dBm,
              302394,Hz,              -80.80, dBm,
              302528,Hz,              -80.94, dBm,
              302662,Hz,              -80.98, dBm,
              302796,Hz,              -80.96, dBm,
              302930,Hz,              -80.95, dBm,
              303064,Hz,              -80.95, dBm,
              303198,Hz,              -80.95, dBm,
              303332,Hz,              -80.96, dBm,
              303466,Hz,              -80.93, dBm,
              303600,Hz,              -80.82, dBm,
              303734,Hz,              -80.67, dBm,
              303868,Hz,              -80.39, dBm,
              304002,Hz,              -80.08, dBm,
              304136,Hz,              -79.88, dBm,
              304270,Hz,              -79.60, dBm,
              304404,Hz,              -79.38, dBm,
              304538,Hz,              -79.25, dBm,
              304672,Hz,              -79.08, dBm,
              304806,Hz,              -78.93, dBm,
              304940,Hz,              -78.82, dBm,
              305074,Hz,              -78.70, dBm,
              305208,Hz,              -78.69, dBm,
              305342,Hz,              -78.72, dBm,
              305476,Hz,              -78.84, dBm,
              305610,Hz,              -79.02, dBm,
              305744,Hz,              -79.14, dBm,
              305878,Hz,              -79.29, dBm,
              306012,Hz,              -79.43, dBm,
              306146,Hz,              -79.52, dBm,
              306280,Hz,              -79.59, dBm,
              306414,Hz,              -79.64, dBm,
              306548,Hz,              -79.65, dBm,
              306682,Hz,              -79.61, dBm,
              306816,Hz,              -79.59, dBm,
              306950,Hz,              -79.59, dBm,
              307084,Hz,              -79.64, dBm,
              307218,Hz,              -79.79, dBm,
              307352,Hz,              -79.93, dBm,
              307486,Hz,              -80.14, dBm,
              307620,Hz,              -80.37, dBm,
              307754,Hz,              -80.56, dBm,
              307888,Hz,              -80.74, dBm,
              308022,Hz,              -80.80, dBm,
              308156,Hz,              -80.79, dBm,
              308290,Hz,              -80.78, dBm,
              308424,Hz,              -80.78, dBm,
              308558,Hz,              -80.77, dBm,
              308692,Hz,              -80.80, dBm,
              308826,Hz,              -80.81, dBm,
              308960,Hz,              -80.81, dBm,
              309094,Hz,              -80.86, dBm,
              309228,Hz,              -80.88, dBm,
              309362,Hz,              -80.85, dBm,
              309496,Hz,              -80.79, dBm,
              309630,Hz,              -80.73, dBm,
              309764,Hz,              -80.63, dBm,
              309898,Hz,              -80.60, dBm,
              310032,Hz,              -80.62, dBm,
              310166,Hz,              -80.70, dBm,
              310300,Hz,              -80.81, dBm,
              310434,Hz,              -80.86, dBm,
              310568,Hz,              -80.85, dBm,
              310702,Hz,              -80.82, dBm,
              310836,Hz,              -80.76, dBm,
              310970,Hz,              -80.64, dBm,
              311104,Hz,              -80.56, dBm,
              311238,Hz,              -80.52, dBm,
              311372,Hz,              -80.56, dBm,
              311506,Hz,              -80.60, dBm,
              311640,Hz,              -80.64, dBm,
              311774,Hz,              -80.71, dBm,
              311908,Hz,              -80.72, dBm,
              312042,Hz,              -80.69, dBm,
              312176,Hz,              -80.63, dBm,
              312310,Hz,              -80.56, dBm,
              312444,Hz,              -80.43, dBm,
              312578,Hz,              -80.38, dBm,
              312712,Hz,              -80.37, dBm,
              312846,Hz,              -80.42, dBm,
              312980,Hz,              -80.54, dBm,
              313114,Hz,              -80.64, dBm,
              313248,Hz,              -80.83, dBm,
              313382,Hz,              -81.09, dBm,
              313516,Hz,              -81.27, dBm,
              313650,Hz,              -81.50, dBm,
              313784,Hz,              -81.69, dBm,
              313918,Hz,              -81.72, dBm,
              314052,Hz,              -81.68, dBm,
              314186,Hz,              -81.60, dBm,
              314320,Hz,              -81.51, dBm,
              314454,Hz,              -81.40, dBm,
              314588,Hz,              -81.37, dBm,
              314722,Hz,              -81.38, dBm,
              314856,Hz,              -81.42, dBm,
              314990,Hz,              -81.49, dBm,
              315124,Hz,              -81.54, dBm,
              315258,Hz,              -81.67, dBm,
              315392,Hz,              -81.78, dBm,
              315526,Hz,              -81.97, dBm,
              315660,Hz,              -82.19, dBm,
              315794,Hz,              -82.33, dBm,
              315928,Hz,              -82.49, dBm,
              316062,Hz,              -82.64, dBm,
              316196,Hz,              -82.65, dBm,
              316330,Hz,              -82.53, dBm,
              316464,Hz,              -82.38, dBm,
              316598,Hz,              -82.28, dBm,
              316732,Hz,              -82.17, dBm,
              316866,Hz,              -82.11, dBm,
              317000,Hz,              -82.08, dBm,
              317134,Hz,              -82.07, dBm,
              317268,Hz,              -82.09, dBm,
              317402,Hz,              -82.07, dBm,
              317536,Hz,              -82.01, dBm,
              317670,Hz,              -82.02, dBm,
              317804,Hz,              -82.07, dBm,
              317938,Hz,              -82.18, dBm,
              318072,Hz,              -82.30, dBm,
              318206,Hz,              -82.32, dBm,
              318340,Hz,              -82.30, dBm,
              318474,Hz,              -82.23, dBm,
              318608,Hz,              -82.11, dBm,
              318742,Hz,              -81.91, dBm,
              318876,Hz,              -81.80, dBm,
              319010,Hz,              -81.73, dBm,
              319144,Hz,              -81.72, dBm,
              319278,Hz,              -81.70, dBm,
              319412,Hz,              -81.69, dBm,
              319546,Hz,              -81.74, dBm,
              319680,Hz,              -81.78, dBm,
              319814,Hz,              -81.84, dBm,
              319948,Hz,              -81.94, dBm,
              320082,Hz,              -82.00, dBm,
              320216,Hz,              -82.08, dBm,
              320350,Hz,              -82.13, dBm,
              320484,Hz,              -82.13, dBm,
              320618,Hz,              -82.04, dBm,
              320752,Hz,              -81.92, dBm,
              320886,Hz,              -81.81, dBm,
              321020,Hz,              -81.63, dBm,
              321154,Hz,              -81.53, dBm,
              321288,Hz,              -81.49, dBm,
              321422,Hz,              -81.46, dBm,
              321556,Hz,              -81.47, dBm,
              321690,Hz,              -81.49, dBm,
              321824,Hz,              -81.54, dBm,
              321958,Hz,              -81.63, dBm,
              322092,Hz,              -81.69, dBm,
              322226,Hz,              -81.71, dBm,
              322360,Hz,              -81.71, dBm,
              322494,Hz,              -81.69, dBm,
              322628,Hz,              -81.66, dBm,
              322762,Hz,              -81.67, dBm,
              322896,Hz,              -81.63, dBm,
              323030,Hz,              -81.59, dBm,
              323164,Hz,              -81.54, dBm,
              323298,Hz,              -81.48, dBm,
              323432,Hz,              -81.50, dBm,
              323566,Hz,              -81.52, dBm,
              323700,Hz,              -81.58, dBm,
              323834,Hz,              -81.67, dBm,
              323968,Hz,              -81.72, dBm,
              324102,Hz,              -81.82, dBm,
              324236,Hz,              -81.96, dBm,
              324370,Hz,              -82.03, dBm,
              324504,Hz,              -82.09, dBm,
              324638,Hz,              -82.16, dBm,
              324772,Hz,              -82.16, dBm,
              324906,Hz,              -82.09, dBm,
              325040,Hz,              -82.01, dBm,
              325174,Hz,              -81.94, dBm,
              325308,Hz,              -81.83, dBm,
              325442,Hz,              -81.82, dBm,
              325576,Hz,              -81.85, dBm,
              325710,Hz,              -81.94, dBm,
              325844,Hz,              -82.09, dBm,
              325978,Hz,              -82.17, dBm,
              326112,Hz,              -82.25, dBm,
              326246,Hz,              -82.32, dBm,
              326380,Hz,              -82.32, dBm,
              326514,Hz,              -82.26, dBm,
              326648,Hz,              -82.22, dBm,
              326782,Hz,              -82.15, dBm,
              326916,Hz,              -82.15, dBm,
              327050,Hz,              -82.18, dBm,
              327184,Hz,              -82.19, dBm,
              327318,Hz,              -82.19, dBm,
              327452,Hz,              -82.18, dBm,
              327586,Hz,              -82.15, dBm,
              327720,Hz,              -82.14, dBm,
              327854,Hz,              -82.11, dBm,
              327988,Hz,              -82.03, dBm,
              328122,Hz,              -81.94, dBm,
              328256,Hz,              -81.84, dBm,
              328390,Hz,              -81.70, dBm,
              328524,Hz,              -81.64, dBm,
              328658,Hz,              -81.64, dBm,
              328792,Hz,              -81.71, dBm,
              328926,Hz,              -81.88, dBm,
              329060,Hz,              -82.01, dBm,
              329194,Hz,              -82.15, dBm,
              329328,Hz,              -82.25, dBm,
              329462,Hz,              -82.27, dBm,
              329596,Hz,              -82.20, dBm,
              329730,Hz,              -82.10, dBm,
              329864,Hz,              -82.00, dBm,
              329998,Hz,              -81.89, dBm,
              330132,Hz,              -81.88, dBm,
              330266,Hz,              -81.90, dBm,
              330400,Hz,              -81.92, dBm,
